FID	IID	Rivername	Region	Lat	Lon	Dataset
RHA	PLB19RHA137742_C04	RedHarbourRiverEast	NorthAm	47.3251	-54.98659	May 2021 5700 Recluster
RHA	PLB19RHA137743_D04	RedHarbourRiverEast	NorthAm	47.3251	-54.98659	May 2021 5700 Recluster
RHA	PLB19RHA137744_E04	RedHarbourRiverEast	NorthAm	47.3251	-54.98659	May 2021 5700 Recluster
RHW	PLB19RHW137748_G04	RedHarbourRiverWest	NorthAm	47.29903	-55.02101	May 2021 5700 Recluster
RHW	PLB19RHW137749_H04	RedHarbourRiverWest	NorthAm	47.29903	-55.02101	May 2021 5700 Recluster
RHW	PLB19RHW137750_A05	RedHarbourRiverWest	NorthAm	47.29903	-55.02101	May 2021 5700 Recluster
RHW	PLB19RHW137752_B05	RedHarbourRiverWest	NorthAm	47.29903	-55.02101	May 2021 5700 Recluster
RHW	PLB19RHW137753_C05	RedHarbourRiverWest	NorthAm	47.29903	-55.02101	May 2021 5700 Recluster
RHW	PLB19RHW137754_D05	RedHarbourRiverWest	NorthAm	47.29903	-55.02101	May 2021 5700 Recluster
RHW	PLB19RHW137757_G05	RedHarbourRiverWest	NorthAm	47.29903	-55.02101	May 2021 5700 Recluster
RHW	PLB19RHW137758_H05	RedHarbourRiverWest	NorthAm	47.29903	-55.02101	May 2021 5700 Recluster
RHW	PLB19RHW137761_B06	RedHarbourRiverWest	NorthAm	47.29903	-55.02101	May 2021 5700 Recluster
RHW	PLB19RHW137762_C06	RedHarbourRiverWest	NorthAm	47.29903	-55.02101	May 2021 5700 Recluster
RHW	PLB19RHW137763_D06	RedHarbourRiverWest	NorthAm	47.29903	-55.02101	May 2021 5700 Recluster
RHW	PLB19RHW137764_E06	RedHarbourRiverWest	NorthAm	47.29903	-55.02101	May 2021 5700 Recluster
RHW	PLB19RHW137766_G06	RedHarbourRiverWest	NorthAm	47.29903	-55.02101	May 2021 5700 Recluster
RHW	PLB19RHW137767_H06	RedHarbourRiverWest	NorthAm	47.29903	-55.02101	May 2021 5700 Recluster
RHW	PLB19RHW137768_A07	RedHarbourRiverWest	NorthAm	47.29903	-55.02101	May 2021 5700 Recluster
RHW	PLB19RHW137769_B07	RedHarbourRiverWest	NorthAm	47.29903	-55.02101	May 2021 5700 Recluster
RHW	PLB19RHW137770_C07	RedHarbourRiverWest	NorthAm	47.29903	-55.02101	May 2021 5700 Recluster
RHW	PLB19RHW137771_D07	RedHarbourRiverWest	NorthAm	47.29903	-55.02101	May 2021 5700 Recluster
RHW	PLB19RHW137772_E07	RedHarbourRiverWest	NorthAm	47.29903	-55.02101	May 2021 5700 Recluster
RHW	PLB19RHW137774_G07	RedHarbourRiverWest	NorthAm	47.29903	-55.02101	May 2021 5700 Recluster
RHW	PLB19RHW137775_H07	RedHarbourRiverWest	NorthAm	47.29903	-55.02101	May 2021 5700 Recluster
RHW	PLB19RHW137776_A08	RedHarbourRiverWest	NorthAm	47.29903	-55.02101	May 2021 5700 Recluster
RHW	PLB19RHW137777_B08	RedHarbourRiverWest	NorthAm	47.29903	-55.02101	May 2021 5700 Recluster
RHW	PLB19RHW137778_C08	RedHarbourRiverWest	NorthAm	47.29903	-55.02101	May 2021 5700 Recluster
RHW	PLB19RHW137779_D08	RedHarbourRiverWest	NorthAm	47.29903	-55.02101	May 2021 5700 Recluster
RUS	PLB19RUS137780_E08	RushoonRiver	NorthAm	47.3678	-54.91719	May 2021 5700 Recluster
RUS	PLB19RUS137782_G08	RushoonRiver	NorthAm	47.3678	-54.91719	May 2021 5700 Recluster
RUS	PLB19RUS137783_H08	RushoonRiver	NorthAm	47.3678	-54.91719	May 2021 5700 Recluster
RUS	PLB19RUS137784_A09	RushoonRiver	NorthAm	47.3678	-54.91719	May 2021 5700 Recluster
RUS	PLB19RUS137785_B09	RushoonRiver	NorthAm	47.3678	-54.91719	May 2021 5700 Recluster
RUS	PLB19RUS137786_C09	RushoonRiver	NorthAm	47.3678	-54.91719	May 2021 5700 Recluster
RUS	PLB19RUS137787_D09	RushoonRiver	NorthAm	47.3678	-54.91719	May 2021 5700 Recluster
RUS	PLB19RUS137788_E09	RushoonRiver	NorthAm	47.3678	-54.91719	May 2021 5700 Recluster
RUS	PLB19RUS137789_F09	RushoonRiver	NorthAm	47.3678	-54.91719	May 2021 5700 Recluster
RUS	PLB19RUS137790_G09	RushoonRiver	NorthAm	47.3678	-54.91719	May 2021 5700 Recluster
RUS	PLB19RUS137791_H09	RushoonRiver	NorthAm	47.3678	-54.91719	May 2021 5700 Recluster
RUS	PLB19RUS137792_A10	RushoonRiver	NorthAm	47.3678	-54.91719	May 2021 5700 Recluster
RUS	PLB19RUS137793_B10	RushoonRiver	NorthAm	47.3678	-54.91719	May 2021 5700 Recluster
RUS	PLB19RUS137794_C10	RushoonRiver	NorthAm	47.3678	-54.91719	May 2021 5700 Recluster
RUS	PLB19RUS137795_D10	RushoonRiver	NorthAm	47.3678	-54.91719	May 2021 5700 Recluster
RUS	PLB19RUS137796_E10	RushoonRiver	NorthAm	47.3678	-54.91719	May 2021 5700 Recluster
RUS	PLB19RUS137797_F10	RushoonRiver	NorthAm	47.3678	-54.91719	May 2021 5700 Recluster
RUS	PLB19RUS137798_G10	RushoonRiver	NorthAm	47.3678	-54.91719	May 2021 5700 Recluster
RUS	PLB19RUS137799_H10	RushoonRiver	NorthAm	47.3678	-54.91719	May 2021 5700 Recluster
RUS	PLB19RUS137800_A11	RushoonRiver	NorthAm	47.3678	-54.91719	May 2021 5700 Recluster
RUS	PLB19RUS137801_B11	RushoonRiver	NorthAm	47.3678	-54.91719	May 2021 5700 Recluster
RUS	PLB19RUS137802_C11	RushoonRiver	NorthAm	47.3678	-54.91719	May 2021 5700 Recluster
RUS	PLB19RUS137803_D11	RushoonRiver	NorthAm	47.3678	-54.91719	May 2021 5700 Recluster
RUS	PLB19RUS137804_E11	RushoonRiver	NorthAm	47.3678	-54.91719	May 2021 5700 Recluster
RUS	PLB19RUS137805_F11	RushoonRiver	NorthAm	47.3678	-54.91719	May 2021 5700 Recluster
RUS	PLB19RUS137806_G11	RushoonRiver	NorthAm	47.3678	-54.91719	May 2021 5700 Recluster
RUS	PLB19RUS137807_H11	RushoonRiver	NorthAm	47.3678	-54.91719	May 2021 5700 Recluster
RUS	PLB19RUS137808_A12	RushoonRiver	NorthAm	47.3678	-54.91719	May 2021 5700 Recluster
RUS	PLB19RUS137809_B12	RushoonRiver	NorthAm	47.3678	-54.91719	May 2021 5700 Recluster
SHA	PLB19SHA137812_C12	SandyHarbourRiver	NorthAm	47.71061	-54.35958	May 2021 5700 Recluster
SHA	PLB19SHA137813_D12	SandyHarbourRiver	NorthAm	47.71061	-54.35958	May 2021 5700 Recluster
SHA	PLB19SHA137814_E12	SandyHarbourRiver	NorthAm	47.71061	-54.35958	May 2021 5700 Recluster
SHA	PLB19SHA137816_F12	SandyHarbourRiver	NorthAm	47.71061	-54.35958	May 2021 5700 Recluster
SHA	PLB19SHA137817_G12	SandyHarbourRiver	NorthAm	47.71061	-54.35958	May 2021 5700 Recluster
SHA	PLB19SHA137818_H12	SandyHarbourRiver	NorthAm	47.71061	-54.35958	May 2021 5700 Recluster
SHA	PLB19SHA137819_A01	SandyHarbourRiver	NorthAm	47.71061	-54.35958	May 2021 5700 Recluster
SHA	PLB19SHA137820_B01	SandyHarbourRiver	NorthAm	47.71061	-54.35958	May 2021 5700 Recluster
SHA	PLB19SHA137821_C01	SandyHarbourRiver	NorthAm	47.71061	-54.35958	May 2021 5700 Recluster
SHA	PLB19SHA137822_D01	SandyHarbourRiver	NorthAm	47.71061	-54.35958	May 2021 5700 Recluster
SHA	PLB19SHA137823_E01	SandyHarbourRiver	NorthAm	47.71061	-54.35958	May 2021 5700 Recluster
SHA	PLB19SHA137825_G01	SandyHarbourRiver	NorthAm	47.71061	-54.35958	May 2021 5700 Recluster
SHA	PLB19SHA137826_H01	SandyHarbourRiver	NorthAm	47.71061	-54.35958	May 2021 5700 Recluster
SHA	PLB19SHA137827_A02	SandyHarbourRiver	NorthAm	47.71061	-54.35958	May 2021 5700 Recluster
SHA	PLB19SHA137828_B02	SandyHarbourRiver	NorthAm	47.71061	-54.35958	May 2021 5700 Recluster
SHA	PLB19SHA137829_C02	SandyHarbourRiver	NorthAm	47.71061	-54.35958	May 2021 5700 Recluster
SHA	PLB19SHA137830_D02	SandyHarbourRiver	NorthAm	47.71061	-54.35958	May 2021 5700 Recluster
SHA	PLB19SHA137831_E02	SandyHarbourRiver	NorthAm	47.71061	-54.35958	May 2021 5700 Recluster
SHA	PLB19SHA137832_F02	SandyHarbourRiver	NorthAm	47.71061	-54.35958	May 2021 5700 Recluster
SHA	PLB19SHA137833_G02	SandyHarbourRiver	NorthAm	47.71061	-54.35958	May 2021 5700 Recluster
SHA	PLB19SHA137834_H02	SandyHarbourRiver	NorthAm	47.71061	-54.35958	May 2021 5700 Recluster
SHA	PLB19SHA137835_A03	SandyHarbourRiver	NorthAm	47.71061	-54.35958	May 2021 5700 Recluster
SHA	PLB19SHA137836_B03	SandyHarbourRiver	NorthAm	47.71061	-54.35958	May 2021 5700 Recluster
SHA	PLB19SHA137837_C03	SandyHarbourRiver	NorthAm	47.71061	-54.35958	May 2021 5700 Recluster
SHA	PLB19SHA137838_D03	SandyHarbourRiver	NorthAm	47.71061	-54.35958	May 2021 5700 Recluster
SHA	PLB19SHA137839_E03	SandyHarbourRiver	NorthAm	47.71061	-54.35958	May 2021 5700 Recluster
SHA	PLB19SHA137840_F03	SandyHarbourRiver	NorthAm	47.71061	-54.35958	May 2021 5700 Recluster
SHA	PLB19SHA137841_G03	SandyHarbourRiver	NorthAm	47.71061	-54.35958	May 2021 5700 Recluster
SHA	PLB19SHA137842_H03	SandyHarbourRiver	NorthAm	47.71061	-54.35958	May 2021 5700 Recluster
SHI	PLB19SHI137844_A04	ShipHarbourBrook	NorthAm	47.3462	-53.86734	May 2021 5700 Recluster
SHI	PLB19SHI137845_B04	ShipHarbourBrook	NorthAm	47.3462	-53.86734	May 2021 5700 Recluster
SHI	PLB19SHI137846_C04	ShipHarbourBrook	NorthAm	47.3462	-53.86734	May 2021 5700 Recluster
SHI	PLB19SHI137848_D04	ShipHarbourBrook	NorthAm	47.3462	-53.86734	May 2021 5700 Recluster
SHI	PLB19SHI137849_E04	ShipHarbourBrook	NorthAm	47.3462	-53.86734	May 2021 5700 Recluster
SHI	PLB19SHI137850_F04	ShipHarbourBrook	NorthAm	47.3462	-53.86734	May 2021 5700 Recluster
SHI	PLB19SHI137851_G04	ShipHarbourBrook	NorthAm	47.3462	-53.86734	May 2021 5700 Recluster
SHI	PLB19SHI137852_H04	ShipHarbourBrook	NorthAm	47.3462	-53.86734	May 2021 5700 Recluster
SHI	PLB19SHI137853_A05	ShipHarbourBrook	NorthAm	47.3462	-53.86734	May 2021 5700 Recluster
SHI	PLB19SHI137854_B05	ShipHarbourBrook	NorthAm	47.3462	-53.86734	May 2021 5700 Recluster
SHI	PLB19SHI137855_C05	ShipHarbourBrook	NorthAm	47.3462	-53.86734	May 2021 5700 Recluster
SHI	PLB19SHI137856_D05	ShipHarbourBrook	NorthAm	47.3462	-53.86734	May 2021 5700 Recluster
SHI	PLB19SHI137857_E05	ShipHarbourBrook	NorthAm	47.3462	-53.86734	May 2021 5700 Recluster
SHI	PLB19SHI137858_F05	ShipHarbourBrook	NorthAm	47.3462	-53.86734	May 2021 5700 Recluster
SHI	PLB19SHI137859_G05	ShipHarbourBrook	NorthAm	47.3462	-53.86734	May 2021 5700 Recluster
SHI	PLB19SHI137860_H05	ShipHarbourBrook	NorthAm	47.3462	-53.86734	May 2021 5700 Recluster
SHI	PLB19SHI137861_A06	ShipHarbourBrook	NorthAm	47.3462	-53.86734	May 2021 5700 Recluster
SHI	PLB19SHI137862_B06	ShipHarbourBrook	NorthAm	47.3462	-53.86734	May 2021 5700 Recluster
SHI	PLB19SHI137863_C06	ShipHarbourBrook	NorthAm	47.3462	-53.86734	May 2021 5700 Recluster
SHI	PLB19SHI137865_D06	ShipHarbourBrook	NorthAm	47.3462	-53.86734	May 2021 5700 Recluster
SHI	PLB19SHI137866_E06	ShipHarbourBrook	NorthAm	47.3462	-53.86734	May 2021 5700 Recluster
SHI	PLB19SHI137867_F06	ShipHarbourBrook	NorthAm	47.3462	-53.86734	May 2021 5700 Recluster
SHI	PLB19SHI137868_G06	ShipHarbourBrook	NorthAm	47.3462	-53.86734	May 2021 5700 Recluster
SHI	PLB19SHI137869_H06	ShipHarbourBrook	NorthAm	47.3462	-53.86734	May 2021 5700 Recluster
SHI	PLB19SHI137870_A07	ShipHarbourBrook	NorthAm	47.3462	-53.86734	May 2021 5700 Recluster
SHI	PLB19SHI137871_B07	ShipHarbourBrook	NorthAm	47.3462	-53.86734	May 2021 5700 Recluster
SHI	PLB19SHI137872_C07	ShipHarbourBrook	NorthAm	47.3462	-53.86734	May 2021 5700 Recluster
SHI	PLB19SHI137873_D07	ShipHarbourBrook	NorthAm	47.3462	-53.86734	May 2021 5700 Recluster
SHI	PLB19SHI137874_E07	ShipHarbourBrook	NorthAm	47.3462	-53.86734	May 2021 5700 Recluster
SHI	PLB19SHI137875_F07	ShipHarbourBrook	NorthAm	47.3462	-53.86734	May 2021 5700 Recluster
SPR	PLB19SPR137876_G07	SoutheastPlacentiaRiver	NorthAm	47.22583	-53.88125	May 2021 5700 Recluster
SPR	PLB19SPR137877_H07	SoutheastPlacentiaRiver	NorthAm	47.22583	-53.88125	May 2021 5700 Recluster
SPR	PLB19SPR137878_A08	SoutheastPlacentiaRiver	NorthAm	47.22583	-53.88125	May 2021 5700 Recluster
SPR	PLB19SPR137879_B08	SoutheastPlacentiaRiver	NorthAm	47.22583	-53.88125	May 2021 5700 Recluster
SPR	PLB19SPR137880_C08	SoutheastPlacentiaRiver	NorthAm	47.22583	-53.88125	May 2021 5700 Recluster
SPR	PLB19SPR137881_D08	SoutheastPlacentiaRiver	NorthAm	47.22583	-53.88125	May 2021 5700 Recluster
SPR	PLB19SPR137882_E08	SoutheastPlacentiaRiver	NorthAm	47.22583	-53.88125	May 2021 5700 Recluster
SPR	PLB19SPR137884_G08	SoutheastPlacentiaRiver	NorthAm	47.22583	-53.88125	May 2021 5700 Recluster
SPR	PLB19SPR137885_H08	SoutheastPlacentiaRiver	NorthAm	47.22583	-53.88125	May 2021 5700 Recluster
SPR	PLB19SPR137886_A09	SoutheastPlacentiaRiver	NorthAm	47.22583	-53.88125	May 2021 5700 Recluster
SPR	PLB19SPR137887_B09	SoutheastPlacentiaRiver	NorthAm	47.22583	-53.88125	May 2021 5700 Recluster
SPR	PLB19SPR137888_C09	SoutheastPlacentiaRiver	NorthAm	47.22583	-53.88125	May 2021 5700 Recluster
SPR	PLB19SPR137889_D09	SoutheastPlacentiaRiver	NorthAm	47.22583	-53.88125	May 2021 5700 Recluster
SPR	PLB19SPR137891_E09	SoutheastPlacentiaRiver	NorthAm	47.22583	-53.88125	May 2021 5700 Recluster
SPR	PLB19SPR137894_H09	SoutheastPlacentiaRiver	NorthAm	47.22583	-53.88125	May 2021 5700 Recluster
SPR	PLB19SPR137895_F09	SoutheastPlacentiaRiver	NorthAm	47.22583	-53.88125	May 2021 5700 Recluster
SPR	PLB19SPR137896_A10	SoutheastPlacentiaRiver	NorthAm	47.22583	-53.88125	May 2021 5700 Recluster
SPR	PLB19SPR137897_B10	SoutheastPlacentiaRiver	NorthAm	47.22583	-53.88125	May 2021 5700 Recluster
SPR	PLB19SPR137898_C10	SoutheastPlacentiaRiver	NorthAm	47.22583	-53.88125	May 2021 5700 Recluster
SPR	PLB19SPR137900_E10	SoutheastPlacentiaRiver	NorthAm	47.22583	-53.88125	May 2021 5700 Recluster
SPR	PLB19SPR137901_F10	SoutheastPlacentiaRiver	NorthAm	47.22583	-53.88125	May 2021 5700 Recluster
SPR	PLB19SPR137902_G10	SoutheastPlacentiaRiver	NorthAm	47.22583	-53.88125	May 2021 5700 Recluster
SPR	PLB19SPR137903_H10	SoutheastPlacentiaRiver	NorthAm	47.22583	-53.88125	May 2021 5700 Recluster
SPR	PLB19SPR137906_A11	SoutheastPlacentiaRiver	NorthAm	47.22583	-53.88125	May 2021 5700 Recluster
SPR	PLB19SPR137907_B11	SoutheastPlacentiaRiver	NorthAm	47.22583	-53.88125	May 2021 5700 Recluster
SPR	PLB19SPR139025_C11	SoutheastPlacentiaRiver	NorthAm	47.22583	-53.88125	May 2021 5700 Recluster
SPR	PLB19SPR139026_D11	SoutheastPlacentiaRiver	NorthAm	47.22583	-53.88125	May 2021 5700 Recluster
TBR	PLB19TBR137908_E11	TaylorBayBrook(BurinPenn)	NorthAm	46.87916	-55.70944	May 2021 5700 Recluster
TBR	PLB19TBR137909_F11	TaylorBayBrook(BurinPenn)	NorthAm	46.87916	-55.70944	May 2021 5700 Recluster
TBR	PLB19TBR137910_G11	TaylorBayBrook(BurinPenn)	NorthAm	46.87916	-55.70944	May 2021 5700 Recluster
TBR	PLB19TBR137911_H11	TaylorBayBrook(BurinPenn)	NorthAm	46.87916	-55.70944	May 2021 5700 Recluster
TBR	PLB19TBR137912_A12	TaylorBayBrook(BurinPenn)	NorthAm	46.87916	-55.70944	May 2021 5700 Recluster
TBR	PLB19TBR137913_B12	TaylorBayBrook(BurinPenn)	NorthAm	46.87916	-55.70944	May 2021 5700 Recluster
TBR	PLB19TBR137914_C12	TaylorBayBrook(BurinPenn)	NorthAm	46.87916	-55.70944	May 2021 5700 Recluster
TBR	PLB19TBR137915_D12	TaylorBayBrook(BurinPenn)	NorthAm	46.87916	-55.70944	May 2021 5700 Recluster
TBR	PLB19TBR137916_E12	TaylorBayBrook(BurinPenn)	NorthAm	46.87916	-55.70944	May 2021 5700 Recluster
TBR	PLB19TBR137917_F12	TaylorBayBrook(BurinPenn)	NorthAm	46.87916	-55.70944	May 2021 5700 Recluster
TBR	PLB19TBR137918_G12	TaylorBayBrook(BurinPenn)	NorthAm	46.87916	-55.70944	May 2021 5700 Recluster
TBR	PLB19TBR137919_H12	TaylorBayBrook(BurinPenn)	NorthAm	46.87916	-55.70944	May 2021 5700 Recluster
TBR	PLB19TBR137920_A01	TaylorBayBrook(BurinPenn)	NorthAm	46.87916	-55.70944	May 2021 5700 Recluster
TBR	PLB19TBR137921_B01	TaylorBayBrook(BurinPenn)	NorthAm	46.87916	-55.70944	May 2021 5700 Recluster
TBR	PLB19TBR137922_C01	TaylorBayBrook(BurinPenn)	NorthAm	46.87916	-55.70944	May 2021 5700 Recluster
TBR	PLB19TBR137923_D01	TaylorBayBrook(BurinPenn)	NorthAm	46.87916	-55.70944	May 2021 5700 Recluster
TBR	PLB19TBR137924_E01	TaylorBayBrook(BurinPenn)	NorthAm	46.87916	-55.70944	May 2021 5700 Recluster
TBR	PLB19TBR137925_F01	TaylorBayBrook(BurinPenn)	NorthAm	46.87916	-55.70944	May 2021 5700 Recluster
TBR	PLB19TBR137926_G01	TaylorBayBrook(BurinPenn)	NorthAm	46.87916	-55.70944	May 2021 5700 Recluster
TBR	PLB19TBR137927_H01	TaylorBayBrook(BurinPenn)	NorthAm	46.87916	-55.70944	May 2021 5700 Recluster
TBR	PLB19TBR137928_A02	TaylorBayBrook(BurinPenn)	NorthAm	46.87916	-55.70944	May 2021 5700 Recluster
TBR	PLB19TBR137929_B02	TaylorBayBrook(BurinPenn)	NorthAm	46.87916	-55.70944	May 2021 5700 Recluster
TBR	PLB19TBR137930_C02	TaylorBayBrook(BurinPenn)	NorthAm	46.87916	-55.70944	May 2021 5700 Recluster
TBR	PLB19TBR137931_D02	TaylorBayBrook(BurinPenn)	NorthAm	46.87916	-55.70944	May 2021 5700 Recluster
TBR	PLB19TBR137932_E02	TaylorBayBrook(BurinPenn)	NorthAm	46.87916	-55.70944	May 2021 5700 Recluster
TBR	PLB19TBR137933_F02	TaylorBayBrook(BurinPenn)	NorthAm	46.87916	-55.70944	May 2021 5700 Recluster
TBR	PLB19TBR137934_G02	TaylorBayBrook(BurinPenn)	NorthAm	46.87916	-55.70944	May 2021 5700 Recluster
TBR	PLB19TBR137935_H02	TaylorBayBrook(BurinPenn)	NorthAm	46.87916	-55.70944	May 2021 5700 Recluster
TBR	PLB19TBR137936_A03	TaylorBayBrook(BurinPenn)	NorthAm	46.87916	-55.70944	May 2021 5700 Recluster
TBR	PLB19TBR137937_B03	TaylorBayBrook(BurinPenn)	NorthAm	46.87916	-55.70944	May 2021 5700 Recluster
TDS	PLB19TDS137940_C03	TidesBrook	NorthAm	47.12729	-55.26429	May 2021 5700 Recluster
TDS	PLB19TDS137941_D03	TidesBrook	NorthAm	47.12729	-55.26429	May 2021 5700 Recluster
TDS	PLB19TDS137942_E03	TidesBrook	NorthAm	47.12729	-55.26429	May 2021 5700 Recluster
TDS	PLB19TDS137943_F03	TidesBrook	NorthAm	47.12729	-55.26429	May 2021 5700 Recluster
TDS	PLB19TDS137944_G03	TidesBrook	NorthAm	47.12729	-55.26429	May 2021 5700 Recluster
TDS	PLB19TDS137945_H03	TidesBrook	NorthAm	47.12729	-55.26429	May 2021 5700 Recluster
TDS	PLB19TDS137946_A04	TidesBrook	NorthAm	47.12729	-55.26429	May 2021 5700 Recluster
TDS	PLB19TDS137947_B04	TidesBrook	NorthAm	47.12729	-55.26429	May 2021 5700 Recluster
TDS	PLB19TDS137948_C04	TidesBrook	NorthAm	47.12729	-55.26429	May 2021 5700 Recluster
TDS	PLB19TDS137950_D04	TidesBrook	NorthAm	47.12729	-55.26429	May 2021 5700 Recluster
TDS	PLB19TDS137951_E04	TidesBrook	NorthAm	47.12729	-55.26429	May 2021 5700 Recluster
TDS	PLB19TDS137952_F04	TidesBrook	NorthAm	47.12729	-55.26429	May 2021 5700 Recluster
TDS	PLB19TDS137953_G04	TidesBrook	NorthAm	47.12729	-55.26429	May 2021 5700 Recluster
TDS	PLB19TDS137954_H04	TidesBrook	NorthAm	47.12729	-55.26429	May 2021 5700 Recluster
TDS	PLB19TDS137955_A05	TidesBrook	NorthAm	47.12729	-55.26429	May 2021 5700 Recluster
TDS	PLB19TDS137956_B05	TidesBrook	NorthAm	47.12729	-55.26429	May 2021 5700 Recluster
TDS	PLB19TDS137957_C05	TidesBrook	NorthAm	47.12729	-55.26429	May 2021 5700 Recluster
TDS	PLB19TDS137958_D05	TidesBrook	NorthAm	47.12729	-55.26429	May 2021 5700 Recluster
TDS	PLB19TDS137959_E05	TidesBrook	NorthAm	47.12729	-55.26429	May 2021 5700 Recluster
TDS	PLB19TDS137960_F05	TidesBrook	NorthAm	47.12729	-55.26429	May 2021 5700 Recluster
TDS	PLB19TDS137961_G05	TidesBrook	NorthAm	47.12729	-55.26429	May 2021 5700 Recluster
TDS	PLB19TDS137962_H05	TidesBrook	NorthAm	47.12729	-55.26429	May 2021 5700 Recluster
TDS	PLB19TDS137963_A06	TidesBrook	NorthAm	47.12729	-55.26429	May 2021 5700 Recluster
TDS	PLB19TDS137964_B06	TidesBrook	NorthAm	47.12729	-55.26429	May 2021 5700 Recluster
TDS	PLB19TDS137965_C06	TidesBrook	NorthAm	47.12729	-55.26429	May 2021 5700 Recluster
TDS	PLB19TDS137966_D06	TidesBrook	NorthAm	47.12729	-55.26429	May 2021 5700 Recluster
TDS	PLB19TDS137967_E06	TidesBrook	NorthAm	47.12729	-55.26429	May 2021 5700 Recluster
TDS	PLB19TDS137969_F06	TidesBrook	NorthAm	47.12729	-55.26429	May 2021 5700 Recluster
TDS	PLB19TDS137970_G06	TidesBrook	NorthAm	47.12729	-55.26429	May 2021 5700 Recluster
TDS	PLB19TDS137971_H06	TidesBrook	NorthAm	47.12729	-55.26429	May 2021 5700 Recluster
COD	R10-COD040809OONLAS001861_E04	Grand Codroy	NorthAm	47.841	-59.2032	May 2021 5700 Recluster
COD	R19-COD040809OONLAS001870_D04	Grand Codroy	NorthAm	47.841	-59.2032	May 2021 5700 Recluster
BVB	R46-BVB230909OONLAS003285	Beaver Brook	NorthAm	50.9	-56.15	May 2021 5700 Recluster
COD	R46-COD050809OONLAS001897_C04	Grand Codroy	NorthAm	47.841	-59.2032	May 2021 5700 Recluster
BVB	R57-BVB230909OONLAS003296	Beaver Brook	NorthAm	50.9	-56.15	May 2021 5700 Recluster
RHA	RHA1_1_10_H05	RedHarbourRiverEast	NorthAm	47.3251	-54.98659	May 2021 5700 Recluster
RHA	RHA1_1_11_A06	RedHarbourRiverEast	NorthAm	47.3251	-54.98659	May 2021 5700 Recluster
RHA	RHA1_1_12_B06	RedHarbourRiverEast	NorthAm	47.3251	-54.98659	May 2021 5700 Recluster
RHA	RHA1_1_13_C06	RedHarbourRiverEast	NorthAm	47.3251	-54.98659	May 2021 5700 Recluster
RHA	RHA1_1_14_D06	RedHarbourRiverEast	NorthAm	47.3251	-54.98659	May 2021 5700 Recluster
RHA	RHA1_1_15_E06	RedHarbourRiverEast	NorthAm	47.3251	-54.98659	May 2021 5700 Recluster
RHA	RHA1_1_16_F06	RedHarbourRiverEast	NorthAm	47.3251	-54.98659	May 2021 5700 Recluster
RHA	RHA1_1_18_G06	RedHarbourRiverEast	NorthAm	47.3251	-54.98659	May 2021 5700 Recluster
RHA	RHA1_1_19_H06	RedHarbourRiverEast	NorthAm	47.3251	-54.98659	May 2021 5700 Recluster
RHA	RHA1_1_1_G04	RedHarbourRiverEast	NorthAm	47.3251	-54.98659	May 2021 5700 Recluster
RHA	RHA1_1_20_A07	RedHarbourRiverEast	NorthAm	47.3251	-54.98659	May 2021 5700 Recluster
RHA	RHA1_1_22_B07	RedHarbourRiverEast	NorthAm	47.3251	-54.98659	May 2021 5700 Recluster
RHA	RHA1_1_23_C07	RedHarbourRiverEast	NorthAm	47.3251	-54.98659	May 2021 5700 Recluster
RHA	RHA1_1_24_D07	RedHarbourRiverEast	NorthAm	47.3251	-54.98659	May 2021 5700 Recluster
RHA	RHA1_1_25_E07	RedHarbourRiverEast	NorthAm	47.3251	-54.98659	May 2021 5700 Recluster
RHA	RHA1_1_2_H04	RedHarbourRiverEast	NorthAm	47.3251	-54.98659	May 2021 5700 Recluster
RHA	RHA1_1_3_A05	RedHarbourRiverEast	NorthAm	47.3251	-54.98659	May 2021 5700 Recluster
RHA	RHA1_1_4_B05	RedHarbourRiverEast	NorthAm	47.3251	-54.98659	May 2021 5700 Recluster
RHA	RHA1_1_5_C05	RedHarbourRiverEast	NorthAm	47.3251	-54.98659	May 2021 5700 Recluster
RHA	RHA1_1_6_D05	RedHarbourRiverEast	NorthAm	47.3251	-54.98659	May 2021 5700 Recluster
RHA	RHA1_1_7_E05	RedHarbourRiverEast	NorthAm	47.3251	-54.98659	May 2021 5700 Recluster
RHA	RHA1_1_8_F05	RedHarbourRiverEast	NorthAm	47.3251	-54.98659	May 2021 5700 Recluster
RHA	RHA1_1_9_G05	RedHarbourRiverEast	NorthAm	47.3251	-54.98659	May 2021 5700 Recluster
RHA	RHA1_2_1_F07	RedHarbourRiverEast	NorthAm	47.3251	-54.98659	May 2021 5700 Recluster
RHA	RHA1_2_2_G07	RedHarbourRiverEast	NorthAm	47.3251	-54.98659	May 2021 5700 Recluster
RHA	RHA1_2_3_H07	RedHarbourRiverEast	NorthAm	47.3251	-54.98659	May 2021 5700 Recluster
RHA	RHA1_2_4_A08	RedHarbourRiverEast	NorthAm	47.3251	-54.98659	May 2021 5700 Recluster
RHA	RHA1_2_5_B08	RedHarbourRiverEast	NorthAm	47.3251	-54.98659	May 2021 5700 Recluster
RHA	RHA1_2_6_C08	RedHarbourRiverEast	NorthAm	47.3251	-54.98659	May 2021 5700 Recluster
RHA	RHA1_2_7_D08	RedHarbourRiverEast	NorthAm	47.3251	-54.98659	May 2021 5700 Recluster
