FID	IID	Rivername	Region	Lat	Lon	Dataset
WBR	WBR20-0008	White Bear River	NorthAm	47.86817604	-57.27686897	June 2021 Baseline
WBR	WBR20-0009	White Bear River	NorthAm	47.86817604	-57.27686897	June 2021 Baseline
WBR	WBR20-0010	White Bear River	NorthAm	47.86817604	-57.27686897	June 2021 Baseline
WBR	WBR20-0011	White Bear River	NorthAm	47.86817604	-57.27686897	June 2021 Baseline
WBR	WBR20-0012	White Bear River	NorthAm	47.86817604	-57.27686897	June 2021 Baseline
WBR	WBR20-0013	White Bear River	NorthAm	47.86817604	-57.27686897	June 2021 Baseline
WBR	WBR20-0014	White Bear River	NorthAm	47.86817604	-57.27686897	June 2021 Baseline
WBR	WBR20-0015	White Bear River	NorthAm	47.86817604	-57.27686897	June 2021 Baseline
WBR	WBR20-0016	White Bear River	NorthAm	47.86817604	-57.27686897	June 2021 Baseline
WBR	WBR20-0017	White Bear River	NorthAm	47.86817604	-57.27686897	June 2021 Baseline
WBR	WBR20-0018	White Bear River	NorthAm	47.86817604	-57.27686897	June 2021 Baseline
WBR	WBR20-0019	White Bear River	NorthAm	47.86817604	-57.27686897	June 2021 Baseline
WBR	WBR20-0020	White Bear River	NorthAm	47.86817604	-57.27686897	June 2021 Baseline
WBR	WBR20-0021	White Bear River	NorthAm	47.86817604	-57.27686897	June 2021 Baseline
WBR	WBR20-0022	White Bear River	NorthAm	47.86817604	-57.27686897	June 2021 Baseline
WBR	WBR20-0023	White Bear River	NorthAm	47.86817604	-57.27686897	June 2021 Baseline
WBR	WBR20-0024	White Bear River	NorthAm	47.86817604	-57.27686897	June 2021 Baseline
WBR	WBR20-0025	White Bear River	NorthAm	47.86817604	-57.27686897	June 2021 Baseline
WBR	WBR20-0026	White Bear River	NorthAm	47.86817604	-57.27686897	June 2021 Baseline
WBR	WBR20-0027	White Bear River	NorthAm	47.86817604	-57.27686897	June 2021 Baseline
WBR	WBR20-0028	White Bear River	NorthAm	47.86817604	-57.27686897	June 2021 Baseline
WBR	WBR20-0029	White Bear River	NorthAm	47.86817604	-57.27686897	June 2021 Baseline
WBR	WBR20-0031	White Bear River	NorthAm	47.86817604	-57.27686897	June 2021 Baseline
WBSB	WBSB-001	Western Brook Stag Brook	NorthAm	49.754274	-57.874162	June 2021 Baseline
WBSB	WBSB-002	Western Brook Stag Brook	NorthAm	49.754274	-57.874162	June 2021 Baseline
WBSB	WBSB-003	Western Brook Stag Brook	NorthAm	49.754274	-57.874162	June 2021 Baseline
WBSB	WBSB-004	Western Brook Stag Brook	NorthAm	49.754274	-57.874162	June 2021 Baseline
WBSB	WBSB-005	Western Brook Stag Brook	NorthAm	49.754274	-57.874162	June 2021 Baseline
WBSB	WBSB-006	Western Brook Stag Brook	NorthAm	49.754274	-57.874162	June 2021 Baseline
WBSB	WBSB-007	Western Brook Stag Brook	NorthAm	49.754274	-57.874162	June 2021 Baseline
WBSB	WBSB-008	Western Brook Stag Brook	NorthAm	49.754274	-57.874162	June 2021 Baseline
WBSB	WBSB-009	Western Brook Stag Brook	NorthAm	49.754274	-57.874162	June 2021 Baseline
WBSB	WBSB-010	Western Brook Stag Brook	NorthAm	49.754274	-57.874162	June 2021 Baseline
WBSB	WBSB-011	Western Brook Stag Brook	NorthAm	49.754274	-57.874162	June 2021 Baseline
WBSB	WBSB-012	Western Brook Stag Brook	NorthAm	49.754274	-57.874162	June 2021 Baseline
WBSB	WBSB-013	Western Brook Stag Brook	NorthAm	49.754274	-57.874162	June 2021 Baseline
WBSB	WBSB-014	Western Brook Stag Brook	NorthAm	49.754274	-57.874162	June 2021 Baseline
WBSB	WBSB-015	Western Brook Stag Brook	NorthAm	49.754274	-57.874162	June 2021 Baseline
WBSB	WBSB-019	Western Brook Stag Brook	NorthAm	49.754274	-57.874162	June 2021 Baseline
WBSB	WBSB-020	Western Brook Stag Brook	NorthAm	49.754274	-57.874162	June 2021 Baseline
WBSB	WBSB-021	Western Brook Stag Brook	NorthAm	49.754274	-57.874162	June 2021 Baseline
WBSB	WBSB-022	Western Brook Stag Brook	NorthAm	49.754274	-57.874162	June 2021 Baseline
WBSB	WBSB-023	Western Brook Stag Brook	NorthAm	49.754274	-57.874162	June 2021 Baseline
WBSB	WBSB-024	Western Brook Stag Brook	NorthAm	49.754274	-57.874162	June 2021 Baseline
WBSB	WBSB-025	Western Brook Stag Brook	NorthAm	49.754274	-57.874162	June 2021 Baseline
WBSB	WBSB-026	Western Brook Stag Brook	NorthAm	49.754274	-57.874162	June 2021 Baseline
WBSB	WBSB-027	Western Brook Stag Brook	NorthAm	49.754274	-57.874162	June 2021 Baseline
WBSB	WBSB-028	Western Brook Stag Brook	NorthAm	49.754274	-57.874162	June 2021 Baseline
WBSB	WBSB-029	Western Brook Stag Brook	NorthAm	49.754274	-57.874162	June 2021 Baseline
WBSB	WBSB-030	Western Brook Stag Brook	NorthAm	49.754274	-57.874162	June 2021 Baseline
WBSB	WBSB-031	Western Brook Stag Brook	NorthAm	49.754274	-57.874162	June 2021 Baseline
WCB	WCB20-0002	Western Cove Brook (Chapel Arm)	NorthAm	47.51389	-53.6767	June 2021 Baseline
WCB	WCB20-0003	Western Cove Brook (Chapel Arm)	NorthAm	47.51389	-53.6767	June 2021 Baseline
WCB	WCB20-0004	Western Cove Brook (Chapel Arm)	NorthAm	47.51389	-53.6767	June 2021 Baseline
WCB	WCB20-0006	Western Cove Brook (Chapel Arm)	NorthAm	47.51389	-53.6767	June 2021 Baseline
WCB	WCB20-0007	Western Cove Brook (Chapel Arm)	NorthAm	47.51389	-53.6767	June 2021 Baseline
WCB	WCB20-0009	Western Cove Brook (Chapel Arm)	NorthAm	47.51389	-53.6767	June 2021 Baseline
WCB	WCB20-0012	Western Cove Brook (Chapel Arm)	NorthAm	47.51389	-53.6767	June 2021 Baseline
WCB	WCB20-0013	Western Cove Brook (Chapel Arm)	NorthAm	47.51389	-53.6767	June 2021 Baseline
WCB	WCB20-0014	Western Cove Brook (Chapel Arm)	NorthAm	47.51389	-53.6767	June 2021 Baseline
WCB	WCB20-0017	Western Cove Brook (Chapel Arm)	NorthAm	47.51389	-53.6767	June 2021 Baseline
WCB	WCB20-0018	Western Cove Brook (Chapel Arm)	NorthAm	47.51389	-53.6767	June 2021 Baseline
WCB	WCB20-0019	Western Cove Brook (Chapel Arm)	NorthAm	47.51389	-53.6767	June 2021 Baseline
WCB	WCB20-0020	Western Cove Brook (Chapel Arm)	NorthAm	47.51389	-53.6767	June 2021 Baseline
WCB	WCB20-0022	Western Cove Brook (Chapel Arm)	NorthAm	47.51389	-53.6767	June 2021 Baseline
WCB	WCB20-0023	Western Cove Brook (Chapel Arm)	NorthAm	47.51389	-53.6767	June 2021 Baseline
WCB	WCB20-0024	Western Cove Brook (Chapel Arm)	NorthAm	47.51389	-53.6767	June 2021 Baseline
WCB	WCB20-0026	Western Cove Brook (Chapel Arm)	NorthAm	47.51389	-53.6767	June 2021 Baseline
BSR	BSR010603QP43154C7C5D	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR010603QP43600C0347	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR010699QP421D4C525C	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR010699QP421D517745	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR010699QP421D5F3B5C	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR010699QP421D682077	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR010699QP421D6C0462	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR010699QP421D765023	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR010699QP421D776664	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR010699QP421E043203	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR010699QP421E0AD09	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR010699QP421E0B0141	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR010699QP421E0C4A16	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR010699QP421E0C6E0F	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR010699QP421E1D7D1E	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR010699QP421E1F0236	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR010699QP421E203515	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR010699QP421F370105	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR060506SP461827372E	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR07S326	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR07S327	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR07S390	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR07S391	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR07S392	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR07S393	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR07S394	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR07S395	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR07S396	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR07S399	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR07S400	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR07S401	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR07S402	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR07S403	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR07S404	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR07S405	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR07S406	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR07S407	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR07S496	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR07S497	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR07S498	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR07S499	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR07S500	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR07S501	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR07S502	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR07S505	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR090506SP4706011E53	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR090509SP4B1E401C17	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR100508SP467C144059	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR140508SP430E3E0C1B	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR140509SP4B21041618	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR150519QP1D593DD6C7	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR150519QP1D593DD6CF	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR150519QP1D593DD75E	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR150609QP4B1E772F79	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR150918QP1D599F73E9	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR150918QP1D599F7402	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR150918QP1D599F740F	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR150918QP1D599F807C	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR150918QP1D599F80E4	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR151116QP1D599F7385	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR151116QP1D599F7386	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR151116QP1D599F7388	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR151116QP1D599F7389	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR151116QP1D599F738A	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR151116QP1D599F738B	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR151116QP1D599F738E	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR151116QP1D599F738F	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR151116QP1D599F7390	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR151116QP1D599F7391	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR151116QP1D599F7392	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR151116QP1D599F7395	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR151116QP1D599F7396	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR151116QP1D599F7398	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR151116QP1D599F73A0	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR151116QP1D599F73A2	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR151116QP1D599F73A3	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR151116QP1D599F73A4	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR151116QP1D599F73A5	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR151116QP1D599F73AC	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR151116QP1D599F73BE	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR151116QP1D599F73C2	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR151116QP1D599F73E7	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR160509SP4B21706C78	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR180914QP0C00143305	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR180914QP0C00143409	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR180914QP0C00143619	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR180914QP0C00143912	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
BSR	BSR180914QP0C00145101	BigSalmon	NorthAm	45.42	-65.41	April 2022 Mixed Samples Array
FBE	FBE-GN15	Fortune Bay Escapes	Aquaculture_Escapee			April 2022 Mixed Samples Array
GAK	GAK090506CP431142276B	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK090506CP454B513811	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK100504CP421E102B78	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK100504CP486C0F5F22	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK100504CP486E0A624F	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK100504CP4876204364	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK100708CP47086B626C	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK150504CP4311015A02	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK150504CP435F5F3805	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK150505CP435F566124	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK150505CP4360105254	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK150508CP4B0813132F	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK150509CP4B017F0E6D	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK150509CP4B02025C18	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK150509CP4B02154029	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK150509CP4B021C263E	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK150509CP4B02231E56	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK150509CP4B02240611	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK150509CP4B02296129	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK150509CP4B1E63267C	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK150509CP4B1E7A3120	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK150510CP4A0A777E47	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK150510CP4A0B093D6B	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK151106CP4311113E0E	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK151106CP43112D4A30	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK151106CP4866486B26	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK151106CP48683F2F01	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK151106CP48685C450C	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK151106CP486A6F6C15	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK151106CP486A711978	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK151106CP486A725A65	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK151106CP486A793B18	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK151106CP486B0C1602	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK151106CP486B707639	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK151106CP486C18653E	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK151106CP486C231E34	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK151106CP486C255D31	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK151106CP4875190518	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK151106CP48757C6738	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK151106CP4876167C42	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK151106CP48761D0E56	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK151106CP48761F2D25	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK151106CP48761F343E	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK151106CP48762C2171	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK151106CP48763D510D	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK151106CP48765A751D	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK151106CP487738386E	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK151106CP4877391F74	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK151106CP4877437C33	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK151117CP982126058681283	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK151117CP982126058681287	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK151117CP982126058681316	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK151117CP982126058681322	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK151117CP982126058681339	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK151117CP982126058681380	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK151117CP982126058681383	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK151117CP982126058681387	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK151117CP982126058681388	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK151117CP982126058681394	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK151117CP982126058681395	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK151117CP982126058681404	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK151117CP982126058681409	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK151117CP982126058681413	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK151117CP982126058681415	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK151117CP982126058681419	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK151117CP982126058681424	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK151117CP982126058681426	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK151117CP982126058681433	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK151117CP982126058681438	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK151117CP982126058681442	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK151117CP982126058681444	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK151117CP982126058681449	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK151117CP982126058681457	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK151117CP982126058681459	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK151117CP982126058681465	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK151117CP982126058681901	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK151117CP982126058681902	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK151117CP982126058682290	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK151117CP982126058682300	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK151117CP982126058682302	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK151117CP982126058682346	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK200602CP422E037822	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK200602CP422E0F0421	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK200602CP423A492A3A	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK200602CP423A4A1046	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
GAK	GAK200602CP423A507A12	GaspereauRiver	NorthAm	45.06	-64.38	April 2022 Mixed Samples Array
